Rx_calibrado,Rs_corregido,Ix,ratio promedio,desvio de ratio,uB,Temp dmm1,desvio dmm1,Temp dmm2,desvio dmm2,Temp dmm3,desvio dmm3
1.0000854653387001,1.0,1.0 mA,1.0000854653387001,8.191173423390216e-05,4.0003418613548e-08,18.52482547653905,0.00044004545219503334,,,,
1.0000234999134,0.1,1.0 mA,10.000234999134,0.0006224410322524528,4.0000939996535995e-08,18.564964318043256,0.0012279022762456265,,,,
