Rx_nombre;Rx_Calibrado;Separador;Rs_nombre;Rs_Corregido;Ix;ratio_promedio;desvio_ratio;uB;Temp_dmm1;desvio_dmm1;Temp_dmm2;desvio_dmm2;Temp_dmm3;desvio_dmm3
RES_TEST2;1.0000500961490666;;RES_TEST1;1.0;1.0 mA;1.0000500961490666;5.528279915517155e-05;4.000200384596266e-08;18.550194106440024;0.003039753937409846;;;;
RES_TEST1;1.0000014401133333;;RES_TEST3;0.1;1.0 mA;10.000014401133333;0.00035135626708013187;4.000005760453333e-08;18.475758497742053;0.00039463400765828;;;;
